AFFYMETRIX_3PRIME_IVT_ID	Name	Species	name_abbr
11728728_s_at	adrenoceptor beta 2(ADRB2)	Homo sapiens	ADRB2
11732428_at	adrenoceptor beta 3(ADRB3)	Homo sapiens	ADRB3
11732429_at	adrenoceptor beta 3(ADRB3)	Homo sapiens	ADRB3
11716022_at	G protein-coupled receptor kinase 2(GRK2)	Homo sapiens	GRK2
11716023_s_at	G protein-coupled receptor kinase 2(GRK2)	Homo sapiens	GRK2
11750118_a_at	G protein-coupled receptor kinase 3(GRK3)	Homo sapiens	GRK3
11721766_at	G protein-coupled receptor kinase 3(GRK3)	Homo sapiens	GRK3
11721764_a_at	G protein-coupled receptor kinase 3(GRK3)	Homo sapiens	GRK3
11721763_at	G protein-coupled receptor kinase 3(GRK3)	Homo sapiens	GRK3
11721765_at	G protein-coupled receptor kinase 3(GRK3)	Homo sapiens	GRK3
11761227_at	adenylosuccinate lyase(ADSL)	Homo sapiens	ADSL
11727680_a_at	adenylosuccinate lyase(ADSL)	Homo sapiens	ADSL
11747249_a_at	adenylosuccinate synthase 2(ADSS2)	Homo sapiens	ADSS2
11743361_at	adenylosuccinate synthase 2(ADSS2)	Homo sapiens	ADSS2
11743362_s_at	adenylosuccinate synthase 2(ADSS2)	Homo sapiens	ADSS2
11752078_x_at	adaptor related protein complex 2 subunit alpha 1(AP2A1)	Homo sapiens	AP2A1
11752077_a_at	adaptor related protein complex 2 subunit alpha 1(AP2A1)	Homo sapiens	AP2A1
11748811_a_at	adaptor related protein complex 2 subunit alpha 1(AP2A1)	Homo sapiens	AP2A1
11728299_x_at	adaptor related protein complex 2 subunit alpha 1(AP2A1)	Homo sapiens	AP2A1
11755014_a_at	adaptor related protein complex 2 subunit alpha 2(AP2A2)	Homo sapiens	AP2A2
11741016_a_at	adaptor related protein complex 2 subunit alpha 2(AP2A2)	Homo sapiens	AP2A2
11741017_s_at	adaptor related protein complex 2 subunit alpha 2(AP2A2)	Homo sapiens	AP2A2
11730427_a_at	adaptor related protein complex 1 subunit beta 1(AP1B1)	Homo sapiens	AP1B1
11730428_a_at	adaptor related protein complex 1 subunit beta 1(AP1B1)	Homo sapiens	AP1B1
11716261_a_at	adaptor related protein complex 2 subunit beta 1(AP2B1)	Homo sapiens	AP2B1
11716262_a_at	adaptor related protein complex 2 subunit beta 1(AP2B1)	Homo sapiens	AP2B1
11722575_a_at	adaptor related protein complex 1 subunit gamma 1(AP1G1)	Homo sapiens	AP1G1
11745997_a_at	adaptor related protein complex 1 subunit gamma 1(AP1G1)	Homo sapiens	AP1G1
11757852_s_at	adaptor related protein complex 1 subunit gamma 1(AP1G1)	Homo sapiens	AP1G1
11747562_a_at	adaptor related protein complex 1 subunit gamma 1(AP1G1)	Homo sapiens	AP1G1
11722574_at	adaptor related protein complex 1 subunit gamma 1(AP1G1)	Homo sapiens	AP1G1
11722576_at	adaptor related protein complex 1 subunit gamma 1(AP1G1)	Homo sapiens	AP1G1
11717073_a_at	AE binding protein 1(AEBP1)	Homo sapiens	AEBP1
11745774_x_at	TLE family member 5, transcriptional modulator(TLE5)	Homo sapiens	TLE5
11739314_x_at	TLE family member 5, transcriptional modulator(TLE5)	Homo sapiens	TLE5
11753031_x_at	TLE family member 5, transcriptional modulator(TLE5)	Homo sapiens	TLE5
11731905_a_at	cysteine rich secretory protein 1(CRISP1)	Homo sapiens	CRISP1
11731904_a_at	cysteine rich secretory protein 1(CRISP1)	Homo sapiens	CRISP1
11730979_at	afamin(AFM)	Homo sapiens	AFM
11718683_s_at	alpha fetoprotein(AFP)	Homo sapiens	AFP
11718682_a_at	alpha fetoprotein(AFP)	Homo sapiens	AFP
11751780_a_at	aspartylglucosaminidase(AGA)	Homo sapiens	AGA
11723963_a_at	aspartylglucosaminidase(AGA)	Homo sapiens	AGA
11723964_at	aspartylglucosaminidase(AGA)	Homo sapiens	AGA
11723965_at	aspartylglucosaminidase(AGA)	Homo sapiens	AGA
11725359_a_at	aggrecan(ACAN)	Homo sapiens	ACAN
11761169_at	aggrecan(ACAN)	Homo sapiens	ACAN
11725358_a_at	aggrecan(ACAN)	Homo sapiens	ACAN
11761170_at	aggrecan(ACAN)	Homo sapiens	ACAN
11762194_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11745620_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11753713_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11741861_a_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11756033_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11753676_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11750365_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11726045_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11726044_a_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11741862_x_at	advanced glycosylation end-product specific receptor(AGER)	Homo sapiens	AGER
11720889_a_at	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)	Homo sapiens	AGL
11720888_s_at	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)	Homo sapiens	AGL
11720890_a_at	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)	Homo sapiens	AGL
11730571_at	agouti related neuropeptide(AGRP)	Homo sapiens	AGRP
11715289_s_at	agouti related neuropeptide(AGRP)	Homo sapiens	AGRP
11720823_at	jagged canonical Notch ligand 1(JAG1)	Homo sapiens	JAG1
11720824_a_at	jagged canonical Notch ligand 1(JAG1)	Homo sapiens	JAG1
11751993_a_at	jagged canonical Notch ligand 1(JAG1)	Homo sapiens	JAG1
11720825_s_at	jagged canonical Notch ligand 1(JAG1)	Homo sapiens	JAG1
11751994_s_at	jagged canonical Notch ligand 1(JAG1)	Homo sapiens	JAG1
11720826_s_at	jagged canonical Notch ligand 1(JAG1)	Homo sapiens	JAG1
11730726_s_at	angiotensinogen(AGT)	Homo sapiens	AGT
11749833_s_at	angiotensinogen(AGT)	Homo sapiens	AGT
11740227_s_at	angiotensin II receptor type 1(AGTR1)	Homo sapiens	AGTR1
11725176_s_at	angiotensin II receptor type 1(AGTR1)	Homo sapiens	AGTR1
11733391_at	angiotensin II receptor type 2(AGTR2)	Homo sapiens	AGTR2
11733390_a_at	angiotensin II receptor type 2(AGTR2)	Homo sapiens	AGTR2
11763881_at	family with sequence similarity 24 member B(FAM24B)	Homo sapiens	FAM24B
11728600_at	family with sequence similarity 24 member B(FAM24B)	Homo sapiens	FAM24B
11763928_at	family with sequence similarity 24 member B(FAM24B)	Homo sapiens	FAM24B
11722792_a_at	apelin receptor(APLNR)	Homo sapiens	APLNR
11754410_s_at	apelin receptor(APLNR)	Homo sapiens	APLNR
11731623_s_at	alanine--glyoxylate and serine--pyruvate aminotransferase(AGXT)	Homo sapiens	AGXT
11762478_at	alanine--glyoxylate and serine--pyruvate aminotransferase(AGXT)	Homo sapiens	AGXT
11761132_at	alanine--glyoxylate and serine--pyruvate aminotransferase(AGXT)	Homo sapiens	AGXT
11730507_at	nuclear receptor subfamily 0 group B member 1(NR0B1)	Homo sapiens	NR0B1
11730508_s_at	nuclear receptor subfamily 0 group B member 1(NR0B1)	Homo sapiens	NR0B1
11745929_a_at	adenosylhomocysteinase(AHCY)	Homo sapiens	AHCY
11747783_x_at	adenosylhomocysteinase(AHCY)	Homo sapiens	AHCY
11730199_a_at	adenosylhomocysteinase(AHCY)	Homo sapiens	AHCY
11739681_x_at	aryl hydrocarbon receptor(AHR)	Homo sapiens	AHR
11751921_s_at	aryl hydrocarbon receptor(AHR)	Homo sapiens	AHR
11739680_a_at	aryl hydrocarbon receptor(AHR)	Homo sapiens	AHR
11746474_a_at	alpha 2-HS glycoprotein(AHSG)	Homo sapiens	AHSG
11716357_a_at	alpha 2-HS glycoprotein(AHSG)	Homo sapiens	AHSG
11717837_x_at	allograft inflammatory factor 1(AIF1)	Homo sapiens	AIF1
11740691_x_at	allograft inflammatory factor 1(AIF1)	Homo sapiens	AIF1
11731019_x_at	allograft inflammatory factor 1(AIF1)	Homo sapiens	AIF1
11753076_a_at	allograft inflammatory factor 1(AIF1)	Homo sapiens	AIF1
11717836_a_at	allograft inflammatory factor 1(AIF1)	Homo sapiens	AIF1
11745938_a_at	crystallin beta-gamma domain containing 1(CRYBG1)	Homo sapiens	CRYBG1
11719247_at	crystallin beta-gamma domain containing 1(CRYBG1)	Homo sapiens	CRYBG1
11719248_a_at	crystallin beta-gamma domain containing 1(CRYBG1)	Homo sapiens	CRYBG1
11716268_at	adenylate kinase 1(AK1)	Homo sapiens	AK1
11716267_at	adenylate kinase 1(AK1)	Homo sapiens	AK1
11720321_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11751675_s_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11733317_s_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11720320_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11751676_x_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11760208_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11720323_s_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11720322_a_at	adenylate kinase 2(AK2)	Homo sapiens	AK2
11758943_s_at	adenylate kinase 4(AK4)	Homo sapiens	AK4
11731833_a_at	adenylate kinase 4(AK4)	Homo sapiens	AK4
11754959_a_at	adenylate kinase 4(AK4)	Homo sapiens	AK4
11749663_a_at	helicase for meiosis 1(HFM1)	Homo sapiens	HFM1
11750936_a_at	helicase for meiosis 1(HFM1)	Homo sapiens	HFM1
11750589_a_at	helicase for meiosis 1(HFM1)	Homo sapiens	HFM1
11750590_x_at	helicase for meiosis 1(HFM1)	Homo sapiens	HFM1
11731937_s_at	helicase for meiosis 1(HFM1)	Homo sapiens	HFM1
11722186_a_at	AKT serine/threonine kinase 1(AKT1)	Homo sapiens	AKT1
11716087_s_at	AKT serine/threonine kinase 1(AKT1)	Homo sapiens	AKT1
11722187_a_at	AKT serine/threonine kinase 1(AKT1)	Homo sapiens	AKT1
11731470_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11747947_a_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11756698_a_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11746138_s_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11761086_x_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11746139_a_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11731469_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11749525_a_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11757813_x_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11731471_a_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11760277_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11756699_x_at	AKT serine/threonine kinase 2(AKT2)	Homo sapiens	AKT2
11730200_a_at	aminolevulinate dehydratase(ALAD)	Homo sapiens	ALAD
11745830_a_at	aminolevulinate dehydratase(ALAD)	Homo sapiens	ALAD
11750973_a_at	5'-aminolevulinate synthase 1(ALAS1)	Homo sapiens	ALAS1
11719329_x_at	5'-aminolevulinate synthase 1(ALAS1)	Homo sapiens	ALAS1
11719328_a_at	5'-aminolevulinate synthase 1(ALAS1)	Homo sapiens	ALAS1
11733041_a_at	5'-aminolevulinate synthase 1(ALAS1)	Homo sapiens	ALAS1
11758412_s_at	5'-aminolevulinate synthase 2(ALAS2)	Homo sapiens	ALAS2
11734745_a_at	5'-aminolevulinate synthase 2(ALAS2)	Homo sapiens	ALAS2
11738208_a_at	5'-aminolevulinate synthase 2(ALAS2)	Homo sapiens	ALAS2
11747269_a_at	albumin(ALB)	Homo sapiens	ALB
11756969_s_at	albumin(ALB)	Homo sapiens	ALB
11732978_x_at	albumin(ALB)	Homo sapiens	ALB
11716186_s_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11716182_s_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11716184_s_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11751474_a_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11745050_a_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11716183_a_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11716185_a_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11759847_at	activated leukocyte cell adhesion molecule(ALCAM)	Homo sapiens	ALCAM
11727955_at	ATP binding cassette subfamily D member 1(ABCD1)	Homo sapiens	ABCD1
11743044_a_at	aldehyde dehydrogenase 1 family member A1(ALDH1A1)	Homo sapiens	ALDH1A1
11752549_x_at	aldehyde dehydrogenase 1 family member A1(ALDH1A1)	Homo sapiens	ALDH1A1
11752548_a_at	aldehyde dehydrogenase 1 family member A1(ALDH1A1)	Homo sapiens	ALDH1A1
11746896_a_at	aldehyde dehydrogenase 2 family member(ALDH2)	Homo sapiens	ALDH2
11715627_x_at	aldehyde dehydrogenase 2 family member(ALDH2)	Homo sapiens	ALDH2
11726360_a_at	aldehyde dehydrogenase 3 family member A1(ALDH3A1)	Homo sapiens	ALDH3A1
11746588_a_at	aldehyde dehydrogenase 1 family member B1(ALDH1B1)	Homo sapiens	ALDH1B1
11736073_a_at	aldehyde dehydrogenase 1 family member B1(ALDH1B1)	Homo sapiens	ALDH1B1
11750102_x_at	aldehyde dehydrogenase 1 family member A3(ALDH1A3)	Homo sapiens	ALDH1A3
11745318_x_at	aldehyde dehydrogenase 1 family member A3(ALDH1A3)	Homo sapiens	ALDH1A3
11754184_a_at	aldehyde dehydrogenase 1 family member A3(ALDH1A3)	Homo sapiens	ALDH1A3
11750186_a_at	aldehyde dehydrogenase 1 family member A3(ALDH1A3)	Homo sapiens	ALDH1A3
11750101_a_at	aldehyde dehydrogenase 1 family member A3(ALDH1A3)	Homo sapiens	ALDH1A3
11731723_a_at	aldehyde dehydrogenase 3 family member B1(ALDH3B1)	Homo sapiens	ALDH3B1
11741146_x_at	aldehyde dehydrogenase 3 family member B1(ALDH3B1)	Homo sapiens	ALDH3B1
11731722_a_at	aldehyde dehydrogenase 3 family member B1(ALDH3B1)	Homo sapiens	ALDH3B1
11727500_at	aldehyde dehydrogenase 3 family member B2(ALDH3B2)	Homo sapiens	ALDH3B2
11727502_x_at	aldehyde dehydrogenase 3 family member B2(ALDH3B2)	Homo sapiens	ALDH3B2
11751542_a_at	aldehyde dehydrogenase 3 family member B2(ALDH3B2)	Homo sapiens	ALDH3B2
11727501_a_at	aldehyde dehydrogenase 3 family member B2(ALDH3B2)	Homo sapiens	ALDH3B2
11721796_at	aldehyde dehydrogenase 9 family member A1(ALDH9A1)	Homo sapiens	ALDH9A1
11760533_x_at	aldehyde dehydrogenase 9 family member A1(ALDH9A1)	Homo sapiens	ALDH9A1
11746668_a_at	aldehyde dehydrogenase 9 family member A1(ALDH9A1)	Homo sapiens	ALDH9A1
11756679_a_at	aldehyde dehydrogenase 3 family member A2(ALDH3A2)	Homo sapiens	ALDH3A2
11739097_x_at	aldehyde dehydrogenase 3 family member A2(ALDH3A2)	Homo sapiens	ALDH3A2
11720503_a_at	aldehyde dehydrogenase 3 family member A2(ALDH3A2)	Homo sapiens	ALDH3A2
11737010_at	ATP binding cassette subfamily D member 2(ABCD2)	Homo sapiens	ABCD2
11737009_at	ATP binding cassette subfamily D member 2(ABCD2)	Homo sapiens	ABCD2
11745964_x_at	aldolase, fructose-bisphosphate A(ALDOA)	Homo sapiens	ALDOA
11733097_x_at	aldolase, fructose-bisphosphate A(ALDOA)	Homo sapiens	ALDOA
11762567_at	ALDOA pseudogene 2(ALDOAP2)	Homo sapiens	ALDOAP2
11739162_a_at	aldolase, fructose-bisphosphate B(ALDOB)	Homo sapiens	ALDOB
11750290_x_at	aldolase, fructose-bisphosphate B(ALDOB)	Homo sapiens	ALDOB
11739163_a_at	aldolase, fructose-bisphosphate B(ALDOB)	Homo sapiens	ALDOB
11750289_a_at	aldolase, fructose-bisphosphate B(ALDOB)	Homo sapiens	ALDOB
11724462_x_at	aldolase, fructose-bisphosphate C(ALDOC)	Homo sapiens	ALDOC
11751154_x_at	aldolase, fructose-bisphosphate C(ALDOC)	Homo sapiens	ALDOC
11751153_a_at	aldolase, fructose-bisphosphate C(ALDOC)	Homo sapiens	ALDOC
11747079_x_at	aldolase, fructose-bisphosphate C(ALDOC)	Homo sapiens	ALDOC
11724461_a_at	aldolase, fructose-bisphosphate C(ALDOC)	Homo sapiens	ALDOC
11715430_a_at	aldo-keto reductase family 1 member B(AKR1B1)	Homo sapiens	AKR1B1
11740853_a_at	ALK receptor tyrosine kinase(ALK)	Homo sapiens	ALK
11750678_a_at	ALK receptor tyrosine kinase(ALK)	Homo sapiens	ALK
11741457_a_at	arachidonate 12-lipoxygenase, 12S type(ALOX12)	Homo sapiens	ALOX12
11726337_a_at	arachidonate 5-lipoxygenase(ALOX5)	Homo sapiens	ALOX5
11726338_a_at	arachidonate 5-lipoxygenase(ALOX5)	Homo sapiens	ALOX5
11719479_at	arachidonate 5-lipoxygenase activating protein(ALOX5AP)	Homo sapiens	ALOX5AP
11740549_at	arachidonate 12-lipoxygenase, 12R type(ALOX12B)	Homo sapiens	ALOX12B
11734503_x_at	arachidonate 15-lipoxygenase(ALOX15)	Homo sapiens	ALOX15
11750344_a_at	arachidonate 15-lipoxygenase(ALOX15)	Homo sapiens	ALOX15
11750808_a_at	arachidonate 15-lipoxygenase(ALOX15)	Homo sapiens	ALOX15
11752284_x_at	arachidonate 15-lipoxygenase type B(ALOX15B)	Homo sapiens	ALOX15B
11734619_x_at	arachidonate 15-lipoxygenase type B(ALOX15B)	Homo sapiens	ALOX15B
11752283_a_at	arachidonate 15-lipoxygenase type B(ALOX15B)	Homo sapiens	ALOX15B
11734618_a_at	arachidonate 15-lipoxygenase type B(ALOX15B)	Homo sapiens	ALOX15B
11750803_a_at	arachidonate 15-lipoxygenase type B(ALOX15B)	Homo sapiens	ALOX15B
11732474_at	alkaline phosphatase, intestinal(ALPI)	Homo sapiens	ALPI
11749765_a_at	alkaline phosphatase, intestinal(ALPI)	Homo sapiens	ALPI
11734323_a_at	progestin and adipoQ receptor family member 7(PAQR7)	Homo sapiens	PAQR7
11734324_at	progestin and adipoQ receptor family member 7(PAQR7)	Homo sapiens	PAQR7
11748032_x_at	alkaline phosphatase, biomineralization associated(ALPL)	Homo sapiens	ALPL
11729337_x_at	alkaline phosphatase, biomineralization associated(ALPL)	Homo sapiens	ALPL
11750919_a_at	alkaline phosphatase, biomineralization associated(ALPL)	Homo sapiens	ALPL
11748031_a_at	alkaline phosphatase, biomineralization associated(ALPL)	Homo sapiens	ALPL
11729336_a_at	alkaline phosphatase, biomineralization associated(ALPL)	Homo sapiens	ALPL
11723748_at	alkaline phosphatase, placental(ALPP)	Homo sapiens	ALPP
11752432_s_at	alkaline phosphatase, placental(ALPP)	Homo sapiens	ALPP
11727334_at	alkaline phosphatase, germ cell(ALPG)	Homo sapiens	ALPG
11735817_at	ALX homeobox 3(ALX3)	Homo sapiens	ALX3
11737849_at	ameloblastin(AMBN)	Homo sapiens	AMBN
11760756_at	alpha-1-microglobulin/bikunin precursor(AMBP)	Homo sapiens	AMBP
11724511_a_at	alpha-1-microglobulin/bikunin precursor(AMBP)	Homo sapiens	AMBP
11747103_a_at	alpha-1-microglobulin/bikunin precursor(AMBP)	Homo sapiens	AMBP
11722949_at	TVP23C-CDRT4 readthrough(TVP23C-CDRT4)	Homo sapiens	TVP23C-CDRT4
11722948_a_at	TVP23C-CDRT4 readthrough(TVP23C-CDRT4)	Homo sapiens	TVP23C-CDRT4
11747877_x_at	adenosylmethionine decarboxylase 1(AMD1)	Homo sapiens	AMD1
11755126_s_at	adenosylmethionine decarboxylase 1(AMD1)	Homo sapiens	AMD1
11747828_x_at	adenosylmethionine decarboxylase 1(AMD1)	Homo sapiens	AMD1
11758768_x_at	adenosylmethionine decarboxylase 1(AMD1)	Homo sapiens	AMD1
11748140_s_at	adenosylmethionine decarboxylase 1(AMD1)	Homo sapiens	AMD1
11717237_s_at	adenosylmethionine decarboxylase 1(AMD1)	Homo sapiens	AMD1
11717238_a_at	adenosylmethionine decarboxylase 1(AMD1)	Homo sapiens	AMD1
11738781_a_at	amelogenin X-linked(AMELX)	Homo sapiens	AMELX
11738506_x_at	amelogenin X-linked(AMELX)	Homo sapiens	AMELX
11763047_x_at	amelogenin Y-linked(AMELY)	Homo sapiens	AMELY
11735923_x_at	amelogenin Y-linked(AMELY)	Homo sapiens	AMELY
11735922_a_at	amelogenin Y-linked(AMELY)	Homo sapiens	AMELY
11746487_at	long intergenic non-protein coding RNA 638(LINC00638)	Homo sapiens	LINC00638
11756087_a_at	autocrine motility factor receptor(AMFR)	Homo sapiens	AMFR
11717261_a_at	autocrine motility factor receptor(AMFR)	Homo sapiens	AMFR
11758313_x_at	ribosomal protein S10 pseudogene 19(RPS10P19)	Homo sapiens	RPS10P19
11729547_a_at	anti-Mullerian hormone(AMH)	Homo sapiens	AMH
11763772_a_at	anti-Mullerian hormone(AMH)	Homo sapiens	AMH
11729548_x_at	anti-Mullerian hormone(AMH)	Homo sapiens	AMH
11751277_a_at	anti-Mullerian hormone receptor type 2(AMHR2)	Homo sapiens	AMHR2
11731307_a_at	anti-Mullerian hormone receptor type 2(AMHR2)	Homo sapiens	AMHR2
11751278_x_at	anti-Mullerian hormone receptor type 2(AMHR2)	Homo sapiens	AMHR2
11730365_at	adenosine monophosphate deaminase 1(AMPD1)	Homo sapiens	AMPD1
11724224_a_at	adenosine monophosphate deaminase 2(AMPD2)	Homo sapiens	AMPD2
11745744_a_at	adenosine monophosphate deaminase 2(AMPD2)	Homo sapiens	AMPD2
11730830_x_at	adenosine monophosphate deaminase 2(AMPD2)	Homo sapiens	AMPD2
11730829_a_at	adenosine monophosphate deaminase 2(AMPD2)	Homo sapiens	AMPD2
11755003_a_at	adenylate cyclase 4(ADCY4)	Homo sapiens	ADCY4
11734064_a_at	adenosine monophosphate deaminase 3(AMPD3)	Homo sapiens	AMPD3
11734065_a_at	adenosine monophosphate deaminase 3(AMPD3)	Homo sapiens	AMPD3
11758009_s_at	adenosine monophosphate deaminase 3(AMPD3)	Homo sapiens	AMPD3
11739419_a_at	adenosine monophosphate deaminase 3(AMPD3)	Homo sapiens	AMPD3
11741184_a_at	adenosine monophosphate deaminase 3(AMPD3)	Homo sapiens	AMPD3
11749016_a_at	adenosine monophosphate deaminase 3(AMPD3)	Homo sapiens	AMPD3
11739420_a_at	adenosine monophosphate deaminase 3(AMPD3)	Homo sapiens	AMPD3
11724473_a_at	amphiphysin(AMPH)	Homo sapiens	AMPH
11755701_a_at	amphiphysin(AMPH)	Homo sapiens	AMPH
11719631_s_at	bridging integrator 1(BIN1)	Homo sapiens	BIN1
11746895_a_at	bridging integrator 1(BIN1)	Homo sapiens	BIN1
11741810_x_at	bridging integrator 1(BIN1)	Homo sapiens	BIN1
11757435_x_at	bridging integrator 1(BIN1)	Homo sapiens	BIN1
11760572_a_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11750922_x_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11753467_a_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11753468_x_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11763743_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11763742_a_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11719577_a_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11719576_s_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11719578_x_at	aminomethyltransferase(AMT)	Homo sapiens	AMT
11740348_at	tetratricopeptide repeat domain 24(TTC24)	Homo sapiens	TTC24
11758637_x_at	amylase alpha 1A(AMY1A)	Homo sapiens	AMY1A
11761392_x_at	amylase alpha 1A(AMY1A)	Homo sapiens	AMY1A
11715490_s_at	amylase alpha 1A(AMY1A)	Homo sapiens	AMY1A
11748067_a_at	DNAAF4-CCPG1 readthrough (NMD candidate)(DNAAF4-CCPG1)	Homo sapiens	NMD candidate
11750355_a_at	DNAAF4-CCPG1 readthrough (NMD candidate)(DNAAF4-CCPG1)	Homo sapiens	NMD candidate
11748068_x_at	DNAAF4-CCPG1 readthrough (NMD candidate)(DNAAF4-CCPG1)	Homo sapiens	NMD candidate
11723007_a_at	DNAAF4-CCPG1 readthrough (NMD candidate)(DNAAF4-CCPG1)	Homo sapiens	NMD candidate
11744433_x_at	amylase alpha 2B(AMY2B)	Homo sapiens	AMY2B
11721569_a_at	angiogenin(ANG)	Homo sapiens	ANG
11726693_s_at	angiopoietin 1(ANGPT1)	Homo sapiens	ANGPT1
11726691_a_at	angiopoietin 1(ANGPT1)	Homo sapiens	ANGPT1
11762193_at	angiopoietin 1(ANGPT1)	Homo sapiens	ANGPT1
11726692_at	angiopoietin 1(ANGPT1)	Homo sapiens	ANGPT1
11733357_at	coiled-coil domain containing 185(CCDC185)	Homo sapiens	CCDC185
11742028_a_at	angiopoietin 2(ANGPT2)	Homo sapiens	ANGPT2
11728245_a_at	angiopoietin 2(ANGPT2)	Homo sapiens	ANGPT2
11742027_a_at	angiopoietin 2(ANGPT2)	Homo sapiens	ANGPT2
11734352_a_at	ankyrin 1(ANK1)	Homo sapiens	ANK1
11734354_s_at	ankyrin 1(ANK1)	Homo sapiens	ANK1
11747185_x_at	ankyrin 1(ANK1)	Homo sapiens	ANK1
11741071_a_at	ankyrin 1(ANK1)	Homo sapiens	ANK1
11755227_x_at	ankyrin 1(ANK1)	Homo sapiens	ANK1
11734353_x_at	ankyrin 1(ANK1)	Homo sapiens	ANK1
11740098_a_at	ankyrin 1(ANK1)	Homo sapiens	ANK1
11748364_a_at	ankyrin 2(ANK2)	Homo sapiens	ANK2
11745540_x_at	ankyrin 2(ANK2)	Homo sapiens	ANK2
11755331_a_at	ankyrin 2(ANK2)	Homo sapiens	ANK2
11745539_a_at	ankyrin 2(ANK2)	Homo sapiens	ANK2
11743918_a_at	ankyrin 2(ANK2)	Homo sapiens	ANK2
11721205_a_at	ankyrin 3(ANK3)	Homo sapiens	ANK3
11721206_x_at	ankyrin 3(ANK3)	Homo sapiens	ANK3
11721204_a_at	ankyrin 3(ANK3)	Homo sapiens	ANK3
11739926_a_at	ankyrin 3(ANK3)	Homo sapiens	ANK3
